,Unnamed: 0,count,date,total_stories,ratio,query,query_name
35,35,127,2015-12-01 00:00:00,5747715,2.2095737175555853e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
36,36,191,2016-01-01 00:00:00,6188008,3.0866152726370103e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
37,37,195,2016-02-01 00:00:00,6112209,3.19033593255728e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
38,38,182,2016-03-01 00:00:00,6599467,2.7577984706946788e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
39,39,196,2016-04-01 00:00:00,6364547,3.0795593150620145e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
40,40,262,2016-05-01 00:00:00,6568848,3.988522797300227e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
41,41,167,2016-06-01 00:00:00,6564926,2.5438215145151677e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
42,42,149,2016-07-01 00:00:00,6605289,2.2557680670747337e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
43,43,170,2016-08-01 00:00:00,7134547,2.382772164791962e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
44,44,199,2016-09-01 00:00:00,7195794,2.7655044043784467e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
45,45,270,2016-10-01 00:00:00,7537019,3.5823181552282145e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
46,46,2989,2016-11-01 00:00:00,7404767,0.0004036588862282,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
47,47,1882,2016-12-01 00:00:00,7097225,0.0002651740645111,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
48,48,1752,2017-01-01 00:00:00,7915149,0.0002213476966763,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
49,49,1796,2017-02-01 00:00:00,7523352,0.0002387233775583,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
50,50,1517,2017-03-01 00:00:00,8498023,0.0001785121080514,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
51,51,1549,2017-04-01 00:00:00,8240161,0.0001879817639485,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
52,52,2141,2017-05-01 00:00:00,9059893,0.0002363162567151,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
53,53,1262,2017-06-01 00:00:00,8194941,0.0001539974479376,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
54,54,1316,2017-07-01 00:00:00,8280850,0.0001589208837257,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
55,55,1296,2017-08-01 00:00:00,8816858,0.0001469911390202,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
56,56,4264,2017-09-01 00:00:00,8622102,0.0004945429780348,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
57,57,4684,2017-10-01 00:00:00,8922862,0.0005249436783848,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
58,58,3131,2017-11-01 00:00:00,9789734,0.000319824828744,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
59,59,2446,2017-12-01 00:00:00,12374183,0.0001976696158445,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
60,60,4278,2018-01-01 00:00:00,13519766,0.00031642559494,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
61,61,4465,2018-02-01 00:00:00,12367562,0.0003610250751118,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
62,62,7197,2018-03-01 00:00:00,13660735,0.0005268384168201,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
63,63,7481,2018-04-01 00:00:00,13316068,0.0005618024780287,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
64,64,4429,2018-05-01 00:00:00,14018000,0.0003159509202453,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
65,65,2150,2018-06-01 00:00:00,13189699,0.000163005994299,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
66,66,5769,2018-07-01 00:00:00,13618482,0.0004236154954715,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
67,67,3757,2018-08-01 00:00:00,12754231,0.0002945689159934,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
68,68,3451,2018-09-01 00:00:00,12148544,0.0002840669630862,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
69,69,5849,2018-10-01 00:00:00,13479224,0.0004339270569284,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
70,70,4937,2018-11-01 00:00:00,12989011,0.0003800905242131,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
71,71,3308,2018-12-01 00:00:00,10302556,0.0003210853694947,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
72,72,3320,2019-01-01 00:00:00,12364871,0.0002685025990161,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
73,73,3454,2019-02-01 00:00:00,11238601,0.0003073336263116,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
74,74,5167,2019-03-01 00:00:00,12879965,0.0004011656863974,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
75,75,4246,2019-04-01 00:00:00,13169061,0.0003224223807604,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
76,76,3777,2019-05-01 00:00:00,14724214,0.000256516239169,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
77,77,3186,2019-06-01 00:00:00,14025116,0.000227163896541,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
78,78,3147,2019-07-01 00:00:00,14367534,0.0002190355004554,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
79,79,2916,2019-08-01 00:00:00,12929158,0.0002255367286872,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
80,80,2960,2019-09-01 00:00:00,12972258,0.0002281792421951,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
81,81,7080,2019-10-01 00:00:00,13410775,0.0005279336951071,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
82,82,5011,2019-11-01 00:00:00,11874401,0.0004220002339486,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
83,83,4773,2019-12-01 00:00:00,12326861,0.0003872031979593,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
84,84,4521,2020-01-01 00:00:00,12745733,0.0003547069438846,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
85,85,4798,2020-02-01 00:00:00,12410666,0.0003866029429846,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
86,86,6001,2020-03-01 00:00:00,16081727,0.0003731564402256,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
87,87,4996,2020-04-01 00:00:00,16597948,0.0003010010635049,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
88,88,5916,2020-05-01 00:00:00,17346887,0.0003410410179071,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
89,89,9697,2020-06-01 00:00:00,17140704,0.0005657293889445,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (ads OR advertising OR ""micro-targeting"" OR ""microtargeting"" OR ""micro-targeting"" OR ""sponsored content"")",ads
